NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO
I182002964;3115;Investigate Person;INVESTIGATE PERSON;B2;329;0;12/01/18 04:28;2018;1;Friday;4;0
I182002963;3301;Verbal Disputes;VERBAL DISPUTE;B2;909;0;12/01/18 00:01;2018;1;Friday;0;0
I182002961;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;292;0;12/01/18 02:32;2018;1;Friday;2;0
I182002923;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;316;0;11/01/18 21:39;2018;1;Thursday;21;0
I182002921;3007;Medical Assistance;SUDDEN DEATH;B2;321;0;11/01/18 21:48;2018;1;Thursday;21;0
I182002908;3207;Property Found;PROPERTY - FOUND;B2;314;0;11/01/18 21:36;2018;1;Thursday;21;0
I182002901;1402;Vandalism;VANDALISM;B2;911;0;11/01/18 21:19;2018;1;Thursday;21;0
I182002882;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;319;0;11/01/18 18:30;2018;1;Thursday;18;0
I182002878;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;11/01/18 07:00;2018;1;Thursday;7;0
I182002867;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;315;1;11/01/18 19:14;2018;1;Thursday;19;1
I182002867;3130;Search Warrants;SEARCH WARRANT;B2;315;1;11/01/18 19:14;2018;1;Thursday;19;0
I182002866;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;0;0;11/01/18 18:17;2018;1;Thursday;18;1
I182002863;361;Robbery;ROBBERY - OTHER;B2;322;0;11/01/18 18:18;2018;1;Thursday;18;1
I182002854;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;314;0;11/01/18 18:13;2018;1;Thursday;18;0
I182002853;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;311;0;11/01/18 17:51;2018;1;Thursday;17;0
I182002833;2629;Harassment;HARASSMENT;B2;263;0;11/01/18 17:31;2018;1;Thursday;17;0
I182002823;1402;Vandalism;VANDALISM;B2;304;0;11/01/18 15:40;2018;1;Thursday;15;0
I182002803;1402;Vandalism;VANDALISM;B2;318;0;06/01/18 21:38;2018;1;Saturday;21;0
I182002801;3125;Warrant Arrests;WARRANT ARREST;B2;259;1;11/01/18 14:03;2018;1;Thursday;14;0
I182002797;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;328;0;10/01/18 11:30;2018;1;Wednesday;11;0
I182002786;3115;Investigate Person;INVESTIGATE PERSON;B2;909;1;11/01/18 13:46;2018;1;Thursday;13;0
I182002786;3125;Warrant Arrests;WARRANT ARREST;B2;909;1;11/01/18 13:46;2018;1;Thursday;13;0
I182002772;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;281;0;05/01/18 12:00;2018;1;Friday;12;0
I182002750;3208;Property Lost;PROPERTY - MISSING;B2;601;0;10/01/18 17:15;2018;1;Wednesday;17;0
I182002749;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;182;0;10/01/18 14:30;2018;1;Wednesday;14;0
I182002744;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;311;0;08/01/18 20:30;2018;1;Monday;20;0
I182002737;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;179;0;11/01/18 11:30;2018;1;Thursday;11;0
I182002737;1843;Drug Violation;DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP;B2;179;0;11/01/18 11:30;2018;1;Thursday;11;0
I182002705;3111;License Violation;LICENSE PREMISE VIOLATION;B2;280;0;11/01/18 10:51;2018;1;Thursday;10;0
I182002703;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;265;0;05/01/18 13:00;2018;1;Friday;13;0
I182002698;301;Robbery;ROBBERY - STREET;B2;280;0;09/01/18 21:35;2018;1;Tuesday;21;1
I182002698;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;280;0;09/01/18 21:35;2018;1;Tuesday;21;1
I182002687;1300;Recovered Stolen Property;STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING;B2;258;0;11/01/18 07:56;2018;1;Thursday;7;0
I182002685;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;326;0;06/01/18 16:00;2018;1;Saturday;16;0
I182002680;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;307;0;10/01/18 19:00;2018;1;Wednesday;19;0
I182002668;3114;Investigate Property;INVESTIGATE PROPERTY;B2;238;0;11/01/18 07:57;2018;1;Thursday;7;0
I182002664;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;326;0;11/01/18 06:54;2018;1;Thursday;6;1
I182002664;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;326;0;11/01/18 06:54;2018;1;Thursday;6;0
I182002664;3125;Warrant Arrests;WARRANT ARREST;B2;326;0;11/01/18 06:54;2018;1;Thursday;6;0
I182002662;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;237;0;11/01/18 04:57;2018;1;Thursday;4;0
I182002660;3301;Verbal Disputes;VERBAL DISPUTE;B2;311;0;11/01/18 02:15;2018;1;Thursday;2;0
I182002647;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;238;0;10/01/18 23:14;2018;1;Wednesday;23;0
I182002647;1402;Vandalism;VANDALISM;B2;238;0;10/01/18 23:14;2018;1;Wednesday;23;0
I182002646;2006;Restraining Order Violations;VIOL. OF RESTRAINING ORDER W ARREST;B2;301;0;11/01/18 00:31;2018;1;Thursday;0;0
I182002642;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;258;0;09/01/18 14:45;2018;1;Tuesday;14;0
I182002637;3301;Verbal Disputes;VERBAL DISPUTE;B2;326;0;10/01/18 23:58;2018;1;Wednesday;23;0
I182002623;3115;Investigate Person;INVESTIGATE PERSON;B2;313;0;10/01/18 21:56;2018;1;Wednesday;21;0
I182002618;613;Larceny;LARCENY SHOPLIFTING;B2;603;0;10/01/18 21:59;2018;1;Wednesday;21;0
I182002615;3007;Medical Assistance;SUDDEN DEATH;B2;330;0;08/01/18 12:00;2018;1;Monday;12;0
I182002608;2647;Other;THREATS TO DO BODILY HARM;B2;911;0;10/01/18 20:19;2018;1;Wednesday;20;0
I182002604;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;587;0;10/01/18 21:28;2018;1;Wednesday;21;0
I182002601;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;10/01/18 21:11;2018;1;Wednesday;21;0
I182002592;3201;Property Lost;PROPERTY - LOST;B2;326;0;10/01/18 07:00;2018;1;Wednesday;7;0
I182002584;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;182;0;10/01/18 20:13;2018;1;Wednesday;20;0
I182002577;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;329;0;10/01/18 18:38;2018;1;Wednesday;18;0
I182002577;1402;Vandalism;VANDALISM;B2;329;0;10/01/18 18:38;2018;1;Wednesday;18;0
I182002562;3114;Investigate Property;INVESTIGATE PROPERTY;B2;280;0;10/01/18 19:10;2018;1;Wednesday;19;0
I182002559;3114;Investigate Property;INVESTIGATE PROPERTY;B2;297;0;10/01/18 18:36;2018;1;Wednesday;18;0
I182002550;3201;Property Lost;PROPERTY - LOST;B2;332;0;10/01/18 18:52;2018;1;Wednesday;18;0
I182002548;2629;Harassment;HARASSMENT;B2;276;0;10/01/18 13:30;2018;1;Wednesday;13;0
I182002544;2647;Other;THREATS TO DO BODILY HARM;B2;292;0;10/01/18 18:29;2018;1;Wednesday;18;0
I182002537;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;0;0;10/01/18 16:57;2018;1;Wednesday;16;0
I182002536;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;325;0;10/01/18 13:41;2018;1;Wednesday;13;0
I182002529;3115;Investigate Person;INVESTIGATE PERSON;B2;593;0;10/01/18 17:00;2018;1;Wednesday;17;0
I182002523;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;261;0;10/01/18 12:50;2018;1;Wednesday;12;0
I182002517;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;267;0;10/01/18 17:09;2018;1;Wednesday;17;0
I182002512;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;586;0;10/01/18 16:43;2018;1;Wednesday;16;0
I182002493;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;296;0;10/01/18 15:59;2018;1;Wednesday;15;0
I182002491;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;0;0;10/01/18 15:17;2018;1;Wednesday;15;0
I182002488;3301;Verbal Disputes;VERBAL DISPUTE;B2;311;0;10/01/18 15:26;2018;1;Wednesday;15;0
I182002480;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;326;0;10/01/18 15:14;2018;1;Wednesday;15;0
I182002449;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;612;0;10/01/18 13:32;2018;1;Wednesday;13;0
I182002439;613;Larceny;LARCENY SHOPLIFTING;B2;309;0;10/01/18 13:11;2018;1;Wednesday;13;0
I182002438;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;183;0;10/01/18 12:31;2018;1;Wednesday;12;0
I182002436;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;593;0;10/01/18 12:30;2018;1;Wednesday;12;0
I182002423;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;10/01/18 09:30;2018;1;Wednesday;9;0
I182002417;3201;Property Lost;PROPERTY - LOST;B2;911;0;10/01/18 12:01;2018;1;Wednesday;12;0
I182002405;3114;Investigate Property;INVESTIGATE PROPERTY;B2;261;0;23/12/17 10:00;2017;12;Saturday;10;0
I182002403;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;239;0;10/01/18 10:29;2018;1;Wednesday;10;0
I182002395;3115;Investigate Person;INVESTIGATE PERSON;B2;328;0;10/01/18 11:03;2018;1;Wednesday;11;0
I182002383;3301;Verbal Disputes;VERBAL DISPUTE;B2;329;0;10/01/18 09:46;2018;1;Wednesday;9;0
I182002361;3201;Property Lost;PROPERTY - LOST;B2;324;0;09/01/18 09:27;2018;1;Tuesday;9;0
I182002360;2647;Other;THREATS TO DO BODILY HARM;B2;328;0;10/01/18 08:25;2018;1;Wednesday;8;0
I182002350;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;330;0;10/01/18 07:58;2018;1;Wednesday;7;0
I182002349;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;302;0;10/01/18 07:16;2018;1;Wednesday;7;0
I182002346;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;238;0;09/01/18 16:30;2018;1;Tuesday;16;0
I182002346;3501;Missing Person Reported;MISSING PERSON;B2;238;0;09/01/18 16:30;2018;1;Tuesday;16;0
I182002343;1304;Recovered Stolen Property;PROPERTY - STOLEN THEN RECOVERED;B2;258;0;28/12/17 21:00;2017;12;Thursday;21;0
I182002337;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;321;0;10/01/18 05:11;2018;1;Wednesday;5;0
I182002330;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;281;0;10/01/18 04:03;2018;1;Wednesday;4;0
I182002324;3114;Investigate Property;INVESTIGATE PROPERTY;B2;267;0;10/01/18 02:23;2018;1;Wednesday;2;0
I182002313;1402;Vandalism;VANDALISM;B2;183;0;09/01/18 23:19;2018;1;Tuesday;23;0
I182002306;617;Larceny;LARCENY THEFT FROM BUILDING;B2;181;0;09/01/18 22:15;2018;1;Tuesday;22;0
I182002303;3114;Investigate Property;INVESTIGATE PROPERTY;B2;308;0;09/01/18 23:06;2018;1;Tuesday;23;0
I182002294;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;280;0;09/01/18 22:10;2018;1;Tuesday;22;1
I182002287;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;290;0;09/01/18 21:49;2018;1;Tuesday;21;0
I182002277;562;Other Burglary;BURGLARY - OTHER - NO FORCE;B2;325;0;09/01/18 20:18;2018;1;Tuesday;20;0
I182002270;3115;Investigate Person;INVESTIGATE PERSON;B2;258;0;09/01/18 16:45;2018;1;Tuesday;16;0
I182002262;3114;Investigate Property;INVESTIGATE PROPERTY;B2;265;0;09/01/18 15:35;2018;1;Tuesday;15;0
I182002248;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;280;0;09/01/18 19:02;2018;1;Tuesday;19;0
I182002246;311;Robbery;ROBBERY - COMMERCIAL;B2;330;0;09/01/18 18:35;2018;1;Tuesday;18;1
I182002237;3301;Verbal Disputes;VERBAL DISPUTE;B2;318;0;09/01/18 18:14;2018;1;Tuesday;18;0
I182002214;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;179;0;09/01/18 17:38;2018;1;Tuesday;17;0
I182002214;3125;Warrant Arrests;WARRANT ARREST;B2;179;0;09/01/18 17:38;2018;1;Tuesday;17;0
I182002212;2629;Harassment;HARASSMENT;B2;276;0;09/01/18 15:43;2018;1;Tuesday;15;0
I182002191;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;318;0;06/01/18 01:00;2018;1;Saturday;1;0
I182002191;3201;Property Lost;PROPERTY - LOST;B2;318;0;06/01/18 01:00;2018;1;Saturday;1;0
I182002190;1402;Vandalism;VANDALISM;B2;911;0;09/01/18 05:30;2018;1;Tuesday;5;0
I182002187;1402;Vandalism;VANDALISM;B2;261;0;09/01/18 15:28;2018;1;Tuesday;15;0
I182002180;3001;Medical Assistance;DEATH INVESTIGATION;B2;329;0;09/01/18 15:40;2018;1;Tuesday;15;0
I182002177;2647;Other;THREATS TO DO BODILY HARM;B2;183;0;07/01/18 00:00;2018;1;Sunday;0;0
I182002175;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;292;0;09/01/18 14:52;2018;1;Tuesday;14;0
I182002163;3201;Property Lost;PROPERTY - LOST;B2;300;0;04/01/18 15:33;2018;1;Thursday;15;0
I182002160;1107;Fraud;FRAUD - IMPERSONATION;B2;182;0;10/12/17 15:21;2017;12;Sunday;15;0
I182002155;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;326;0;09/01/18 12:11;2018;1;Tuesday;12;0
I182002151;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;298;0;04/01/18 06:00;2018;1;Thursday;6;0
I182002149;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;315;0;09/01/18 11:17;2018;1;Tuesday;11;0
I182002115;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;909;0;09/01/18 11:33;2018;1;Tuesday;11;0
I182002113;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;0;0;09/01/18 13:19;2018;1;Tuesday;13;0
I182002099;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;329;0;09/01/18 12:40;2018;1;Tuesday;12;0
I182002098;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;328;0;09/01/18 12:23;2018;1;Tuesday;12;0
I182002059;3007;Medical Assistance;SUDDEN DEATH;B2;297;0;09/01/18 09:43;2018;1;Tuesday;9;0
I182002052;1402;Vandalism;VANDALISM;B2;265;0;06/01/18 21:30;2018;1;Saturday;21;0
I182002049;3301;Verbal Disputes;VERBAL DISPUTE;B2;331;0;09/01/18 09:46;2018;1;Tuesday;9;0
I182002042;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;182;0;09/01/18 08:50;2018;1;Tuesday;8;0
I182002038;3007;Medical Assistance;SUDDEN DEATH;B2;182;0;09/01/18 09:16;2018;1;Tuesday;9;0
I182002037;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;613;0;09/01/18 09:09;2018;1;Tuesday;9;0
I182002024;617;Larceny;LARCENY THEFT FROM BUILDING;B2;309;0;01/01/18 10:00;2018;1;Monday;10;0
I182002017;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;300;0;09/01/18 06:44;2018;1;Tuesday;6;0
I182002004;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;291;0;09/01/18 01:30;2018;1;Tuesday;1;0
I182002003;3501;Missing Person Reported;MISSING PERSON;B2;184;0;08/01/18 07:05;2018;1;Monday;7;0
I182002003;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;184;0;08/01/18 07:05;2018;1;Monday;7;0
I182001987;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;304;0;08/01/18 22:57;2018;1;Monday;22;0
I182001987;2616;Other;POSSESSION OF BURGLARIOUS TOOLS;B2;304;0;08/01/18 22:57;2018;1;Monday;22;0
I182001982;3111;License Violation;LICENSE PREMISE VIOLATION;B2;603;0;08/01/18 23:25;2018;1;Monday;23;0
I182001977;1402;Vandalism;VANDALISM;B2;294;0;08/01/18 20:00;2018;1;Monday;20;0
I182001956;3112;Landlord/Tenant Disputes;LANDLORD - TENANT SERVICE;B2;267;0;08/01/18 18:15;2018;1;Monday;18;0
I182001953;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;616;0;08/01/18 16:30;2018;1;Monday;16;0
I182001952;724;Auto Theft;AUTO THEFT;B2;329;0;08/01/18 20:10;2018;1;Monday;20;0
I182001952;3125;Warrant Arrests;WARRANT ARREST;B2;329;0;08/01/18 20:10;2018;1;Monday;20;0
I182001948;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;329;0;08/01/18 19:37;2018;1;Monday;19;0
I182001939;2647;Other;THREATS TO DO BODILY HARM;B2;311;0;08/01/18 19:10;2018;1;Monday;19;0
I182001939;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;311;0;08/01/18 19:10;2018;1;Monday;19;1
I182001936;2657;Other;VIOLATION - CITY ORDINANCE;B2;0;0;08/01/18 19:09;2018;1;Monday;19;0
I182001916;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;281;0;08/01/18 19:07;2018;1;Monday;19;0
I182001916;3501;Missing Person Reported;MISSING PERSON;B2;281;0;08/01/18 19:07;2018;1;Monday;19;0
I182001905;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;263;0;08/01/18 18:08;2018;1;Monday;18;0
I182001904;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;313;0;08/01/18 17:50;2018;1;Monday;17;1
I182001895;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;327;0;07/01/18 23:00;2018;1;Sunday;23;0
I182001876;3301;Verbal Disputes;VERBAL DISPUTE;B2;260;0;08/01/18 15:12;2018;1;Monday;15;0
I182001870;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;239;0;08/01/18 14:16;2018;1;Monday;14;0
I182001869;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;616;0;08/01/18 10:50;2018;1;Monday;10;0
I182001867;3007;Medical Assistance;SUDDEN DEATH;B2;611;0;08/01/18 15:04;2018;1;Monday;15;0
I182001859;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;289;0;08/01/18 08:20;2018;1;Monday;8;0
I182001836;3501;Missing Person Reported;MISSING PERSON;B2;178;0;08/01/18 13:19;2018;1;Monday;13;0
I182001836;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;178;0;08/01/18 13:19;2018;1;Monday;13;0
I182001835;3301;Verbal Disputes;VERBAL DISPUTE;B2;288;0;08/01/18 13:07;2018;1;Monday;13;0
I182001815;724;Auto Theft;AUTO THEFT;B2;296;0;07/01/18 14:00;2018;1;Sunday;14;0
I182001794;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;306;0;08/01/18 10:48;2018;1;Monday;10;0
I182001790;617;Larceny;LARCENY THEFT FROM BUILDING;B2;289;0;08/01/18 10:30;2018;1;Monday;10;0
I182001790;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;289;0;08/01/18 10:30;2018;1;Monday;10;0
I182001778;1402;Vandalism;VANDALISM;B2;611;0;07/01/18 17:00;2018;1;Sunday;17;0
I182001777;2647;Other;THREATS TO DO BODILY HARM;B2;311;0;08/01/18 10:24;2018;1;Monday;10;0
I182001775;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;297;0;08/01/18 09:34;2018;1;Monday;9;0
I182001766;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;304;0;08/12/17 10:03;2017;12;Friday;10;0
I182001758;2647;Other;THREATS TO DO BODILY HARM;B2;291;0;08/01/18 09:40;2018;1;Monday;9;0
I182001757;3301;Verbal Disputes;VERBAL DISPUTE;B2;321;0;08/01/18 09:31;2018;1;Monday;9;0
I182001754;3301;Verbal Disputes;VERBAL DISPUTE;B2;306;0;08/01/18 09:07;2018;1;Monday;9;0
I182001749;2647;Other;THREATS TO DO BODILY HARM;B2;920;0;08/01/18 09:01;2018;1;Monday;9;0
I182001748;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;182;0;08/01/18 08:09;2018;1;Monday;8;0
I182001703;724;Auto Theft;AUTO THEFT;B2;265;0;07/01/18 22:41;2018;1;Sunday;22;0
I182001703;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;265;0;07/01/18 22:41;2018;1;Sunday;22;0
I182001690;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;258;0;07/01/18 21:12;2018;1;Sunday;21;0
I182001683;301;Robbery;ROBBERY - STREET;B2;330;0;07/01/18 19:50;2018;1;Sunday;19;1
I182001677;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;301;0;07/01/18 19:04;2018;1;Sunday;19;0
I182001676;3114;Investigate Property;INVESTIGATE PROPERTY;B2;276;0;07/01/18 18:53;2018;1;Sunday;18;0
I182001675;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;308;0;07/01/18 19:15;2018;1;Sunday;19;0
I182001672;3115;Investigate Person;INVESTIGATE PERSON;B2;586;0;07/01/18 18:41;2018;1;Sunday;18;0
I182001657;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;282;0;07/01/18 14:43;2018;1;Sunday;14;0
I182001651;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;282;0;07/01/18 17:12;2018;1;Sunday;17;0
I182001647;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;300;0;03/01/18 18:00;2018;1;Wednesday;18;0
I182001633;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;07/01/18 16:21;2018;1;Sunday;16;0
I182001614;3115;Investigate Person;INVESTIGATE PERSON;B2;613;0;07/01/18 14:00;2018;1;Sunday;14;0
I182001609;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;07/01/18 01:00;2018;1;Sunday;1;0
I182001594;617;Larceny;LARCENY THEFT FROM BUILDING;B2;911;0;07/01/18 13:35;2018;1;Sunday;13;0
I182001587;2647;Other;THREATS TO DO BODILY HARM;B2;318;0;06/01/18 19:00;2018;1;Saturday;19;0
I182001570;3301;Verbal Disputes;VERBAL DISPUTE;B2;262;0;07/01/18 11:33;2018;1;Sunday;11;0
I182001566;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;911;0;06/01/18 18:00;2018;1;Saturday;18;0
I182001547;3301;Verbal Disputes;VERBAL DISPUTE;B2;266;0;07/01/18 09:55;2018;1;Sunday;9;0
I182001545;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;330;0;06/01/18 21:00;2018;1;Saturday;21;0
I182001536;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;0;0;07/01/18 08:30;2018;1;Sunday;8;0
I182001531;3301;Verbal Disputes;VERBAL DISPUTE;B2;325;0;07/01/18 05:33;2018;1;Sunday;5;0
I182001530;311;Robbery;ROBBERY - COMMERCIAL;B2;329;0;07/01/18 05:37;2018;1;Sunday;5;1
I182001530;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;329;0;07/01/18 05:37;2018;1;Sunday;5;1
I182001528;3001;Medical Assistance;DEATH INVESTIGATION;B2;901;0;07/01/18 03:39;2018;1;Sunday;3;0
I182001493;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;313;0;07/01/18 00:23;2018;1;Sunday;0;0
I182001492;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;315;0;07/01/18 00:25;2018;1;Sunday;0;0
I182001490;1402;Vandalism;VANDALISM;B2;319;0;06/01/18 19:30;2018;1;Saturday;19;0
I182001489;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;321;0;07/01/18 00:06;2018;1;Sunday;0;0
I182001474;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;329;0;06/01/18 21:49;2018;1;Saturday;21;1
I182001474;3807;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER CITY VEHICLE;B2;329;0;06/01/18 21:49;2018;1;Saturday;21;0
I182001465;3114;Investigate Property;INVESTIGATE PROPERTY;B2;606;0;06/01/18 21:22;2018;1;Saturday;21;0
I182001464;3018;Medical Assistance;SICK/INJURED/MEDICAL - POLICE;B2;282;0;06/01/18 22:26;2018;1;Saturday;22;0
I182001452;724;Auto Theft;AUTO THEFT;B2;330;0;06/01/18 20:55;2018;1;Saturday;20;0
I182001443;2647;Other;THREATS TO DO BODILY HARM;B2;183;0;06/01/18 19:21;2018;1;Saturday;19;0
I182001443;1402;Vandalism;VANDALISM;B2;183;0;06/01/18 19:21;2018;1;Saturday;19;0
I182001442;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;586;0;03/01/18 11:00;2018;1;Wednesday;11;0
I182001426;1402;Vandalism;VANDALISM;B2;183;0;06/01/18 18:24;2018;1;Saturday;18;0
I182001423;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;182;0;06/01/18 17:11;2018;1;Saturday;17;0
I182001421;3301;Verbal Disputes;VERBAL DISPUTE;B2;268;0;06/01/18 17:28;2018;1;Saturday;17;0
I182001405;613;Larceny;LARCENY SHOPLIFTING;B2;329;0;06/01/18 16:47;2018;1;Saturday;16;0
I182001405;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;329;0;06/01/18 16:47;2018;1;Saturday;16;0
